"doi","journal","url","editor","received","accepted","online","final_version","issue","first_decision","second_decision","third_decision","fourth_decision","preprint","issueonline","revised1","revised2","revised3","revised4","error"
"10.1371/journal.pone.0002948","PLoS ONE",NA,"Vincent Macaulay",2008-04-15,2008-07-18,2008-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0070360","PLoS ONE",NA,"Paul J Planet",2013-01-24,2013-06-18,2013-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0066010","PLoS ONE",NA,"Fanis Missirlis",2013-02-21,2013-04-29,2013-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pgen.0040023","PLoS Genetics",NA,"David S Guttman",2007-08-23,2007-12-18,2008-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0045013","PLoS ONE",NA,"Mikhail V Matz",2012-02-22,2012-08-15,2012-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0074419","PLoS ONE",NA,"Gordon Langsley",2013-04-22,2013-08-01,2013-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0002807","PLoS ONE",NA,"Andrew Iwaniuk",2008-04-08,2008-06-25,2008-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0002806","PLoS ONE",NA,"Jason E Stajich",2008-04-07,2008-07-07,2008-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0061753","PLoS ONE",NA,"Johan J Bolhuis",2012-12-10,2013-03-13,2013-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0023953","PLoS ONE",NA,"Grzegorz Kudla",2011-03-08,2011-07-28,2011-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0078463","PLoS ONE",NA,"Hans G Dam",2013-04-19,2013-09-12,2013-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0032374","PLoS ONE",NA,"Yan Ropert-Coudert",2011-08-31,2012-01-28,2012-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0070222","PLoS ONE",NA,"Marie-Joelle Virolle",2013-05-09,2013-06-15,2013-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0095547","PLoS ONE",NA,"Michael Edward Zwick",2013-09-15,2014-03-27,2014-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001498","PLoS Biology",NA,"none",NA,NA,2013-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0032615","PLoS ONE",NA,"Richard Reina",2011-08-30,2012-01-30,2012-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0095557","PLoS ONE",NA,"Ligia O Martins",2013-12-23,2014-03-28,2014-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0045070","PLoS ONE",NA,"Daniel Merrifield",2012-03-22,2012-08-14,2012-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0040925","PLoS ONE",NA,"Thomas Mailund",2012-01-22,2012-06-15,2012-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pgen.0030163","PLoS Genetics",NA,"Gil McVean",2007-02-20,2007-08-06,2007-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0019797","PLoS ONE",NA,"Stefan Bereswill",2010-11-02,2011-04-16,2011-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pntd.0001764","PLoS Genetics",NA,"Pamela L C Small",2012-03-05,2012-06-21,2012-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pntd.0001797","PLoS Neglected Tropical Diseases",NA,"Jason L Rasgon",2012-04-09,2012-07-13,2012-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0091358","PLoS ONE",NA,"Michael Hofreiter",2013-11-01,2014-02-11,2014-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0028543","PLoS ONE",NA,"Bernd Schierwater",2011-06-22,2011-11-10,2011-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001631","PLoS Biology",NA,"none",NA,NA,2013-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pgen.1000202","PLoS Genetics",NA,"Dmitri A Petrov",2008-05-02,2008-08-18,2008-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0053763","PLoS ONE",NA,"John P Hart",2012-10-26,2012-12-04,2013-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0078771","PLoS ONE",NA,"Csaba Moskat",2013-06-07,2013-09-13,2013-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0066221","PLoS ONE",NA,"Darren Curnoe",2013-03-01,2013-05-07,2013-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0082973","PLoS ONE",NA,"Gennady Cymbalyuk",2013-02-04,2013-11-04,2013-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0040916","PLoS ONE",NA,"Avi Maayan",2012-02-08,2012-06-14,2012-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0032522","PLoS ONE",NA,"Daniel Osorio",2011-07-08,2012-02-01,2012-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0044985","PLoS ONE",NA,"Richard J Butler",2012-04-24,2012-08-16,2012-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0091159","PLoS ONE",NA,"Richard A Wilson",2013-08-14,2014-02-10,2014-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0053485","PLoS ONE",NA,"Lee A Newsom",2012-07-13,2012-11-30,2013-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.ppat.1002848","PLoS Pathogens",NA,"Tamara L Doering",2012-03-21,2012-06-22,2012-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pntd.0001678","PLoS Neglected Tropical Diseases",NA,"Assaf Anyamba",2012-01-17,2012-04-25,2012-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0090981","PLoS ONE",NA,"Jack Anthony Gilbert",2013-09-08,2014-02-05,2014-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0040973","PLoS ONE",NA,"Paul Sumby",2011-11-28,2012-06-19,2012-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0015550","PLoS ONE",NA,"Sergios-Orestis Kolokotronis",2010-10-04,2010-11-10,2010-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0028233","PLoS ONE",NA,"Dirk Steinke",2011-07-03,2011-11-04,2011-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0006924","PLoS ONE",NA,"Andrew Allen Farke",2009-06-19,2009-08-01,2009-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0028151","PLoS ONE",NA,"Robert Alan Arkowitz",2011-10-12,2011-11-02,2011-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0070153","PLoS ONE",NA,"Mikael Boden",2013-03-10,2013-06-16,2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0078221","PLoS ONE",NA,"Eric Gordon Lamb",2013-02-27,2013-09-10,2013-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0073852","PLoS ONE",NA,"Olaf Sporns",2012-12-18,2013-07-25,2013-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0031972","PLoS ONE",NA,"Keith A Crandall",2011-09-16,2012-01-17,2012-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0027826","PLoS ONE",NA,"Robert DeSalle",2011-08-19,2011-10-26,2011-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0027794","PLoS ONE",NA,"Bengt Hansson",2011-08-05,2011-10-25,2011-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0027786","PLoS ONE",NA,"Art F Y Poon",2011-02-25,2011-10-25,2011-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0065388","PLoS ONE",NA,"Josh Neufeld",2013-02-11,2013-04-29,2013-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0040189","PLoS ONE",NA,"Gunnar F Kaufmann",2012-02-14,2012-06-01,2012-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0010335","PLoS ONE",NA,"Adam J Ratner",2009-11-25,2010-03-25,2010-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0010429","PLoS ONE",NA,"Juergen Kroymann",2010-02-05,2010-04-06,2010-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0082070","PLoS ONE",NA,"John Murray Roberts",2013-05-22,2013-10-21,2013-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0040117","PLoS ONE",NA,"Boris Alexander Vinatzer",2012-02-01,2012-06-01,2012-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0052607","PLoS ONE",NA,"John Murray Roberts",2012-06-13,2012-11-19,2013-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0094691","PLoS ONE",NA,"Kenji Hashimoto",2013-12-18,2014-03-18,2014-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0094468","PLoS ONE",NA,"Martine Bassilana",2013-12-07,2014-03-16,2014-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pgen.1003312","PLoS Genetics",NA,"Diarmaid Hughes",2012-07-17,2012-12-21,2013-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0086067","PLoS ONE",NA,"Neeraj Chauhan",2013-09-17,2013-12-09,2014-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0031347","PLoS ONE",NA,"Luciano A Moreira",2011-10-12,2012-01-06,2012-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0069203","PLoS ONE",NA,"Wulfila Gronenberg",2013-04-04,2013-06-03,2013-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0039705","PLoS ONE",NA,"Leandro Pe~na",2011-11-09,2012-05-25,2012-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0081646","PLoS ONE",NA,"Sam Dupont",2013-03-20,2013-10-15,2013-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0064754","PLoS ONE",NA,"Ben J Mans",2013-01-15,2013-04-17,2013-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.ppat.1001334","PLoS Pathogens",NA,"Bruce R Levin",2010-09-09,2011-03-15,2011-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0001659","PLoS ONE",NA,"Janet Kelso",2007-12-10,2008-01-21,2008-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0048018","PLoS ONE",NA,"Jacques Ravel",2012-06-22,2012-09-24,2012-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0056283","PLoS ONE",NA,"Michael Hofreiter",2012-05-21,2013-01-12,2013-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0060067","PLoS Biology",NA,"Stephen Lory",2007-10-10,2008-01-30,2008-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0047965","PLoS ONE",NA,"Massimo Federici",2012-04-12,2012-09-21,2012-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pgen.1003131","PLoS Genetics",NA,"Paul M Richardson",2012-04-10,2012-10-15,2013-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0035294","PLoS ONE",NA,"Sarah K Highlander",2011-12-12,2012-03-14,2012-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0056235","PLoS ONE",NA,"Michael Hofreiter",2012-04-30,2013-01-11,2013-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0094396","PLoS ONE",NA,"Peter Dodson",2014-01-09,2014-03-13,2014-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0090084","PLoS ONE",NA,"Nina Farwig",2013-06-21,2014-01-29,2014-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0085977","PLoS ONE",NA,"Hiroaki Matsunami",2013-08-15,2013-12-03,2014-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0005779","PLoS ONE",NA,"Robert DeSalle",2009-01-27,2009-05-04,2009-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0009933","PLoS ONE",NA,"Simon Joly",2009-10-20,2010-03-05,2010-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pcbi.1003107","PLoS Computational Biology",NA,"Jonathan A Eisen",2012-11-15,2013-05-01,2013-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0031212","PLoS ONE",NA,"Dipshikha Chakravortty",2011-11-16,2012-01-04,2012-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0060614","PLoS ONE",NA,"Richard J Butler",2012-12-29,2013-02-28,2013-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.ppat.1001298","PLoS Pathogens",NA,"Craig R Roy",2010-09-08,2011-01-18,2011-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0001730","PLoS ONE",NA,"Oliver G Pybus",2007-08-20,2008-02-05,2008-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0085948","PLoS ONE",NA,"Malcolm James Horsburgh",2013-10-03,2013-12-04,2014-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0035398","PLoS ONE",NA,"Jack Anthony Gilbert",2012-01-30,2012-03-16,2012-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0090049","PLoS ONE",NA,"Brett Neilan",2013-09-08,2014-01-28,2014-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0039745","PLoS ONE",NA,"Sarah K Highlander",2012-03-16,2012-05-25,2012-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0005746","PLoS ONE",NA,"Dennis ORourke",2009-02-14,2009-05-04,2009-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0069184","PLoS ONE",NA,"John Parkinson",2013-03-27,2013-06-05,2013-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0014220","PLoS ONE",NA,"Stefan Bereswill",2010-07-13,2010-11-08,2010-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0073162","PLoS ONE",NA,"Josep Bassaganya-Riera",2013-03-20,2013-07-17,2013-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0001689","PLoS ONE",NA,"Tom Tregenza",2007-11-09,2008-01-21,2008-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0031314","PLoS ONE",NA,"Nicolas Salamin",2011-05-18,2012-01-05,2012-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0060708","PLoS ONE",NA,"Nicolas Desneux",2012-08-14,2013-03-01,2013-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0043777","PLoS ONE",NA,"Fanis Missirlis",2012-06-22,2012-07-25,2012-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0039609","PLoS ONE",NA,"Brian R MacKenzie",2012-03-02,2012-05-23,2012-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0050339","PLoS Biology",NA,"none",NA,NA,2007-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0077265","PLoS ONE",NA,"Dwayne Elias",2013-05-07,2013-08-30,2013-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0052069","PLoS ONE",NA,"Jonathan H Badger",2012-07-06,2012-11-15,2012-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pntd.0000408","PLoS Neglected Tropical Diseases",NA,"Eva Harris",2008-10-29,2009-03-11,2009-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0101497","PLoS ONE",NA,"Kevin McGraw",2013-12-04,2014-06-06,2014-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0020421","PLoS Biology",NA,"David Penny",2004-05-12,2004-10-06,2004-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0071797","PLoS ONE",NA,"David Nogues-Bravo",2013-03-03,2013-07-02,2013-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0075972","PLoS ONE",NA,"Ji-Hong Liu",2013-05-24,2013-08-18,2013-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0101454","PLoS ONE",NA,"Joao Inacio",2014-03-13,2014-06-05,2014-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0075974","PLoS ONE",NA,"Tongming Yin",2013-05-24,2013-08-19,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pcbi.1000672","PLoS Computational Biology",NA,"Jonathan A Eisen",2009-06-15,2010-01-07,2010-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0049815","PLoS ONE",NA,"Patrick M Schlievert",2012-06-27,2012-10-16,2012-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0045482","PLoS ONE",NA,"Robert DeSalle",2012-02-15,2012-08-21,2012-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0100030","PLoS ONE",NA,"Jorge Aburto",2013-12-16,2014-05-21,2014-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0024506","PLoS ONE",NA,"Shin-Han Shiu",2011-01-06,2011-08-12,2011-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.ppat.1003305","PLoS Pathogens",NA,"Alistair J P Brown",2013-01-12,2013-03-01,2013-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0049623","PLoS ONE",NA,"Diego Fontaneto",2012-07-30,2012-10-11,2012-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0057966","PLoS ONE",NA,"Nicola Saino",2012-10-26,2013-01-29,2013-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0036959","PLoS ONE",NA,"Caroline P Slomp",2012-01-05,2012-04-10,2012-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0041283","PLoS ONE",NA,"Olle Terenius",2012-03-01,2012-06-19,2012-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0033641","PLoS ONE",NA,"Darren P Martin",2011-12-23,2012-02-14,2012-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0092072","PLoS ONE",NA,"Xiao-Wei Wang",2013-11-24,2014-02-17,2014-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0092139","PLoS ONE",NA,"Ramy K Aziz",2014-01-13,2014-02-18,2014-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0066888","PLoS ONE",NA,"Alistair Robert Evans",2012-12-03,2013-05-10,2013-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.ppat.1003603","PLoS Pathogens",NA,"Virginia Miller",NA,NA,2013-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0029113","PLoS ONE",NA,"Pierre Cornelis",2011-09-27,2011-11-21,2011-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0091864","PLoS ONE",NA,"Dan Zilberstein",2013-10-07,2014-02-17,2014-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0091863","PLoS ONE",NA,"Lynn E Hancock",2013-08-16,2014-02-17,2014-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pgen.1000585","PLoS Genetics",NA,"Dmitri A Petrov",2008-11-18,2009-07-02,2009-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0020697","PLoS ONE",NA,"Wei-Chun Chin",2011-02-09,2011-05-06,2011-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0066723","PLoS ONE",NA,"Michael Hensel",2013-04-03,2013-05-10,2013-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0020642","PLoS ONE",NA,"William J Murphy",2011-02-23,2011-05-06,2011-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0041594","PLoS ONE",NA,"Markus M Heimesaat",2012-04-05,2012-06-22,2012-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0053977","PLoS ONE",NA,"Harald Auge",2012-07-08,2012-12-06,2013-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0020419","PLoS ONE",NA,"Daniel J Kliebenstein",2010-12-15,2011-05-02,2011-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0037106","PLoS ONE",NA,"Matt Hayward",2012-01-17,2012-04-18,2012-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0024526","PLoS ONE",NA,"Mark Alexander Webber",2011-04-21,2011-08-12,2011-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0037102","PLoS ONE",NA,"Eric A Johnson",2011-11-21,2012-04-17,2012-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0066530","PLoS ONE",NA,"Keqiang Wu",2013-03-15,2013-05-08,2013-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0066428","PLoS ONE",NA,"John P Hart",2012-12-22,2013-05-08,2013-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0053825","PLoS ONE",NA,"Zhengguang Zhang",2011-12-19,2012-12-06,2013-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0032933","PLoS ONE",NA,"Adam J Ratner",2011-07-22,2012-02-03,2012-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0007483","PLoS ONE",NA,"Andy Hector",2009-08-28,2009-09-28,2009-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
